"Crate name","Successful cleanup","Successful compilation","Duration (s)","Exit status","Start","End"
"143_tempfile",true,true,17,0,"2018-11-12 12:41:45","2018-11-12 12:42:02"
"144_fs2",true,true,3,0,"2018-11-12 12:42:02","2018-11-12 12:42:05"
"145_libgit2-sys",true,true,27,0,"2018-11-12 12:42:05","2018-11-12 12:42:33"
"146_yaml-rust",true,true,12,0,"2018-11-12 12:42:33","2018-11-12 12:42:45"
"147_git2",true,true,148,0,"2018-11-12 12:42:45","2018-11-12 12:45:13"
"148_nom",true,true,15,0,"2018-11-12 12:45:13","2018-11-12 12:45:28"
"149_openssl-probe",true,true,1,0,"2018-11-12 12:45:28","2018-11-12 12:45:29"
"150_remove_dir_all",true,true,1,0,"2018-11-12 12:45:29","2018-11-12 12:45:30"
"151_tar",true,true,15,0,"2018-11-12 12:45:30","2018-11-12 12:45:45"
"152_humantime",true,true,4,0,"2018-11-12 12:45:45","2018-11-12 12:45:49"
"153_synstructure",true,false,47,101,"2018-11-12 12:45:49","2018-11-12 12:46:36"
"154_redox_syscall",true,true,3,0,"2018-11-12 12:46:36","2018-11-12 12:46:39"
"155_libssh2-sys",true,true,16,0,"2018-11-12 12:46:39","2018-11-12 12:46:55"
"156_foreign-types-shared",true,true,0,0,"2018-11-12 12:46:55","2018-11-12 12:46:55"
"157_futures-cpupool",true,true,18,0,"2018-11-12 12:46:55","2018-11-12 12:47:13"
"158_enum_primitive",true,true,7,0,"2018-11-12 12:47:13","2018-11-12 12:47:20"
"159_failure",true,false,48,101,"2018-11-12 12:47:20","2018-11-12 12:48:09"
"160_failure_derive",true,false,47,101,"2018-11-12 12:48:09","2018-11-12 12:48:56"
"161_solicit",true,false,12,101,"2018-11-12 12:48:56","2018-11-12 12:49:08"
"162_hpack",true,true,9,0,"2018-11-12 12:49:08","2018-11-12 12:49:17"
"163_rust-crypto",true,true,93,0,"2018-11-12 12:49:17","2018-11-12 12:50:50"
"164_serde_codegen_internals",true,true,29,0,"2018-11-12 12:50:50","2018-11-12 12:51:19"
"165_core-foundation",true,true,6,0,"2018-11-12 12:51:19","2018-11-12 12:51:25"
"166_core-foundation-sys",true,true,1,0,"2018-11-12 12:51:25","2018-11-12 12:51:26"
"167_socket2",true,true,5,0,"2018-11-12 12:51:26","2018-11-12 12:51:31"
"168_adler32",true,true,1,0,"2018-11-12 12:51:31","2018-11-12 12:51:32"
"169_tokio-timer",true,false,19,101,"2018-11-12 12:51:32","2018-11-12 12:51:51"
"170_native-tls",true,true,40,0,"2018-11-12 12:51:51","2018-11-12 12:52:31"
"171_cargo_metadata",true,false,73,101,"2018-11-12 12:52:31","2018-11-12 12:53:44"
"172_handlebars",true,false,1200,124,"2018-11-12 12:53:44","2018-11-12 13:13:44"
"173_pest",true,true,14,0,"2018-11-12 13:13:44","2018-11-12 13:13:58"
"174_rand_core",true,true,2,0,"2018-11-12 13:13:58","2018-11-12 13:14:00"
"175_globset",true,false,1200,124,"2018-11-12 13:14:00","2018-11-12 13:34:00"
"176_diff",true,true,3,0,"2018-11-12 13:34:00","2018-11-12 13:34:03"
"177_gl_generator",true,true,28,0,"2018-11-12 13:34:03","2018-11-12 13:34:31"
"178_wincolor",true,true,194,0,"2018-11-12 13:34:31","2018-11-12 13:37:45"
"179_syntex",true,false,0,101,"2018-11-12 13:37:45","2018-11-12 13:37:45"
"180_untrusted",true,true,1,0,"2018-11-12 13:37:45","2018-11-12 13:37:46"
"181_tokio-service",true,true,17,0,"2018-11-12 13:37:46","2018-11-12 13:38:03"
"182_dbghelp-sys",true,false,0,101,"2018-11-12 13:38:03","2018-11-12 13:38:03"
"183_bufstream",true,true,1,0,"2018-11-12 13:38:03","2018-11-12 13:38:04"
"184_git2-curl",true,true,150,0,"2018-11-12 13:38:04","2018-11-12 13:40:34"
"185_serde_codegen",true,false,0,101,"2018-11-12 13:40:34","2018-11-12 13:40:34"
"186_take",true,true,1,0,"2018-11-12 13:40:34","2018-11-12 13:40:35"
"187_ordermap",true,true,4,0,"2018-11-12 13:40:35","2018-11-12 13:40:39"
"188_khronos_api",true,true,1,0,"2018-11-12 13:40:39","2018-11-12 13:40:40"
"189_vcpkg",true,true,5,0,"2018-11-12 13:40:40","2018-11-12 13:40:45"
"190_user32-sys",true,false,0,101,"2018-11-12 13:40:45","2018-11-12 13:40:45"
"191_tokio-proto",true,false,36,101,"2018-11-12 13:40:45","2018-11-12 13:41:21"
"192_ignore",true,false,1200,124,"2018-11-12 13:41:21","2018-11-12 14:01:21"
"193_memmap",true,true,5,0,"2018-11-12 14:01:21","2018-11-12 14:01:26"
"194_serde_ignored",true,false,68,101,"2018-11-12 14:01:26","2018-11-12 14:02:34"
"195_fuchsia-zircon",true,true,14,0,"2018-11-12 14:02:34","2018-11-12 14:02:48"
"196_fuchsia-zircon-sys",true,true,3,0,"2018-11-12 14:02:48","2018-11-12 14:02:51"
"197_racer",true,false,1200,124,"2018-11-12 14:02:51","2018-11-12 14:22:51"
"198_tokio-reactor",true,true,32,0,"2018-11-12 14:22:51","2018-11-12 14:23:23"
"199_tokio-threadpool",true,true,30,0,"2018-11-12 14:23:23","2018-11-12 14:23:53"
"200_tokio",true,false,33,101,"2018-11-12 14:23:53","2018-11-12 14:24:26"
"201_serde_urlencoded",true,false,86,101,"2018-11-12 14:24:26","2018-11-12 14:25:52"
"202_gdi32-sys",true,false,0,101,"2018-11-12 14:25:52","2018-11-12 14:25:52"
"203_shell-escape",true,true,1,0,"2018-11-12 14:25:52","2018-11-12 14:25:53"
"204_sha1",true,true,3,0,"2018-11-12 14:25:53","2018-11-12 14:25:56"
"205_tokio-executor",true,true,18,0,"2018-11-12 14:25:56","2018-11-12 14:26:14"
"206_generic-array",true,true,6,0,"2018-11-12 14:26:14","2018-11-12 14:26:20"
"207_unsafe-any",true,true,1,0,"2018-11-12 14:26:20","2018-11-12 14:26:21"
"208_xattr",true,true,3,0,"2018-11-12 14:26:21","2018-11-12 14:26:24"
"209_fixedbitset",true,true,2,0,"2018-11-12 14:26:24","2018-11-12 14:26:26"
"210_typemap",true,false,0,101,"2018-11-12 14:26:26","2018-11-12 14:26:26"
"211_open",true,true,2,0,"2018-11-12 14:26:26","2018-11-12 14:26:28"
"212_petgraph",true,false,7,101,"2018-11-12 14:26:28","2018-11-12 14:26:35"
"213_openssl-sys-extras",true,false,0,101,"2018-11-12 14:26:35","2018-11-12 14:26:35"
"214_crc",true,true,3,0,"2018-11-12 14:26:35","2018-11-12 14:26:38"
"215_reqwest",true,false,134,101,"2018-11-12 14:26:38","2018-11-12 14:28:52"
"216_bincode",true,false,68,101,"2018-11-12 14:28:52","2018-11-12 14:30:00"
"217_quine-mc_cluskey",true,true,4,0,"2018-11-12 14:30:00","2018-11-12 14:30:04"
"218_relay",true,true,17,0,"2018-11-12 14:30:04","2018-11-12 14:30:21"
"219_scoped_threadpool",true,true,2,0,"2018-11-12 14:30:21","2018-11-12 14:30:23"
"220_encoding",true,false,0,101,"2018-11-12 14:30:23","2018-11-12 14:30:23"
"221_antidote",true,true,0,0,"2018-11-12 14:30:23","2018-11-12 14:30:23"
"222_jobserver",true,true,5,0,"2018-11-12 14:30:23","2018-11-12 14:30:28"
"223_encoding_index_tests",true,true,0,0,"2018-11-12 14:30:28","2018-11-12 14:30:28"
"224_aster",true,false,1,101,"2018-11-12 14:30:28","2018-11-12 14:30:29"
"225_termion",true,true,8,0,"2018-11-12 14:30:29","2018-11-12 14:30:37"
"226_encoding-index-korean",true,false,0,101,"2018-11-12 14:30:37","2018-11-12 14:30:37"
"227_winapi-x86_64-pc-windows-gnu",true,true,0,0,"2018-11-12 14:30:37","2018-11-12 14:30:37"
"228_encoding-index-japanese",true,false,1,101,"2018-11-12 14:30:37","2018-11-12 14:30:38"
"229_encoding-index-tradchinese",true,false,0,101,"2018-11-12 14:30:38","2018-11-12 14:30:38"
"230_encoding-index-simpchinese",true,false,0,101,"2018-11-12 14:30:38","2018-11-12 14:30:38"
"231_encoding-index-singlebyte",true,false,0,101,"2018-11-12 14:30:38","2018-11-12 14:30:38"
"232_tokio-udp",true,true,31,0,"2018-11-12 14:30:38","2018-11-12 14:31:09"
"233_tokio-tcp",true,true,33,0,"2018-11-12 14:31:09","2018-11-12 14:31:42"
"234_png",true,true,21,0,"2018-11-12 14:31:42","2018-11-12 14:32:03"
"235_odds",true,false,2,101,"2018-11-12 14:32:03","2018-11-12 14:32:05"
"236_typenum",true,true,4,0,"2018-11-12 14:32:05","2018-11-12 14:32:09"
"237_isatty",true,false,0,101,"2018-11-12 14:32:09","2018-11-12 14:32:09"
"238_winapi-i686-pc-windows-gnu",true,true,1,0,"2018-11-12 14:32:09","2018-11-12 14:32:10"
"239_string_cache",true,false,70,101,"2018-11-12 14:32:10","2018-11-12 14:33:20"
"240_quasi",true,false,2,101,"2018-11-12 14:33:20","2018-11-12 14:33:22"
"241_image",true,false,36,101,"2018-11-12 14:33:22","2018-11-12 14:33:58"
"242_quasi_codegen",true,true,270,0,"2018-11-12 14:33:58","2018-11-12 14:38:28"
"243_tokio-tls",true,true,44,0,"2018-11-12 14:38:28","2018-11-12 14:39:12"
"244_bit-vec",true,true,2,0,"2018-11-12 14:39:12","2018-11-12 14:39:14"
"245_hyper-tls",true,false,112,101,"2018-11-12 14:39:14","2018-11-12 14:41:06"
"246_home",true,true,1,0,"2018-11-12 14:41:06","2018-11-12 14:41:07"
"247_mdbook",true,false,1200,124,"2018-11-12 14:41:07","2018-11-12 15:01:07"
"248_ring",true,true,34,0,"2018-11-12 15:01:07","2018-11-12 15:01:41"
"249_libloading",true,true,11,0,"2018-11-12 15:01:41","2018-11-12 15:01:52"
"250_redox_termios",true,true,4,0,"2018-11-12 15:01:52","2018-11-12 15:01:56"
"251_shared_library",true,true,3,0,"2018-11-12 15:01:56","2018-11-12 15:01:59"
"252_rls-data",true,true,57,0,"2018-11-12 15:01:59","2018-11-12 15:02:56"
"253_inflate",true,true,7,0,"2018-11-12 15:02:56","2018-11-12 15:03:03"
"254_schannel",true,true,195,0,"2018-11-12 15:03:03","2018-11-12 15:06:18"
"255_html5ever",true,false,92,101,"2018-11-12 15:06:18","2018-11-12 15:07:50"
"256_libflate",true,false,9,101,"2018-11-12 15:07:50","2018-11-12 15:07:59"
"257_build_const",true,true,1,0,"2018-11-12 15:07:59","2018-11-12 15:08:00"
"258_gif",true,true,9,0,"2018-11-12 15:08:00","2018-11-12 15:08:09"
"259_derive-new",true,false,25,101,"2018-11-12 15:08:09","2018-11-12 15:08:34"
"260_url_serde",true,false,85,101,"2018-11-12 15:08:34","2018-11-12 15:09:59"
"261_tendril",true,true,6,0,"2018-11-12 15:09:59","2018-11-12 15:10:05"
"262_mac",true,true,0,0,"2018-11-12 15:10:05","2018-11-12 15:10:05"
"263_utf-8",true,true,1,0,"2018-11-12 15:10:05","2018-11-12 15:10:06"
"264_futf",true,true,3,0,"2018-11-12 15:10:06","2018-11-12 15:10:09"
"265_modifier",true,true,0,0,"2018-11-12 15:10:09","2018-11-12 15:10:09"
"266_plugin",true,true,2,0,"2018-11-12 15:10:09","2018-11-12 15:10:11"
"267_pnacl-build-helper",true,true,14,0,"2018-11-12 15:10:11","2018-11-12 15:10:25"
"268_quickcheck",true,false,1200,124,"2018-11-12 15:10:25","2018-11-12 15:30:25"
"269_bit-set",true,true,3,0,"2018-11-12 15:30:25","2018-11-12 15:30:28"
"270_rls-span",true,true,4,0,"2018-11-12 15:30:28","2018-11-12 15:30:32"
"271_lzw",true,true,2,0,"2018-11-12 15:30:32","2018-11-12 15:30:34"
"272_libressl-pnacl-sys",true,false,18,101,"2018-11-12 15:30:34","2018-11-12 15:30:52"
"273_jsonrpc-core",true,false,71,101,"2018-11-12 15:30:52","2018-11-12 15:32:03"
"274_digest",true,true,7,0,"2018-11-12 15:32:03","2018-11-12 15:32:10"
"275_color_quant",true,true,1,0,"2018-11-12 15:32:10","2018-11-12 15:32:11"
"276_lzma-sys",true,true,15,0,"2018-11-12 15:32:11","2018-11-12 15:32:26"
"277_iron",true,true,1199,0,"2018-11-12 15:32:26","2018-11-12 15:52:25"
"278_tokio-fs",true,true,31,0,"2018-11-12 15:52:25","2018-11-12 15:52:56"
"279_xz2",true,true,16,0,"2018-11-12 15:52:56","2018-11-12 15:53:12"
"280_shlex",true,true,0,0,"2018-11-12 15:53:12","2018-11-12 15:53:12"
"281_coco",true,true,5,0,"2018-11-12 15:53:12","2018-11-12 15:53:17"
"282_string_cache_shared",true,true,0,0,"2018-11-12 15:53:17","2018-11-12 15:53:17"
"283_languageserver-types",true,false,91,101,"2018-11-12 15:53:17","2018-11-12 15:54:48"
"284_string_cache_codegen",true,true,19,0,"2018-11-12 15:54:48","2018-11-12 15:55:07"
"285_compiletest_rs",true,false,1200,124,"2018-11-12 15:55:07","2018-11-12 16:15:07"
"286_ryu",true,true,6,0,"2018-11-12 16:15:07","2018-11-12 16:15:13"
"287_byte-tools",true,true,0,0,"2018-11-12 16:15:13","2018-11-12 16:15:13"
"288_rls-analysis",true,false,46,101,"2018-11-12 16:15:13","2018-11-12 16:15:59"
"289_glutin",true,true,367,0,"2018-11-12 16:15:59","2018-11-12 16:22:06"
"290_rls-vfs",true,true,9,0,"2018-11-12 16:22:06","2018-11-12 16:22:15"
"291_crypto-hash",true,true,39,0,"2018-11-12 16:22:15","2018-11-12 16:22:54"
"292_sha2",true,true,13,0,"2018-11-12 16:22:54","2018-11-12 16:23:07"
"293_clippy",false,false,0,101,"2018-11-12 16:23:07","2018-11-12 16:23:07"
"294_precomputed-hash",true,true,0,0,"2018-11-12 16:23:07","2018-11-12 16:23:07"
"295_if_chain",true,true,0,0,"2018-11-12 16:23:07","2018-11-12 16:23:07"
"296_jpeg-decoder",true,false,15,101,"2018-11-12 16:23:07","2018-11-12 16:23:22"
"297_markup5ever",true,false,74,101,"2018-11-12 16:23:22","2018-11-12 16:24:36"
"298_conduit-mime-types",true,true,43,0,"2018-11-12 16:24:36","2018-11-12 16:25:19"
"299_ordered-float",true,false,9,101,"2018-11-12 16:25:19","2018-11-12 16:25:28"
"300_difference",true,true,4,0,"2018-11-12 16:25:28","2018-11-12 16:25:32"
"301_debug_unreachable",true,true,1,0,"2018-11-12 16:25:32","2018-11-12 16:25:33"
"302_fake-simd",true,true,0,0,"2018-11-12 16:25:33","2018-11-12 16:25:33"
"303_mio-uds",true,true,14,0,"2018-11-12 16:25:33","2018-11-12 16:25:47"
"304_error",true,true,2,0,"2018-11-12 16:25:47","2018-11-12 16:25:49"
"305_json",true,true,11,0,"2018-11-12 16:25:49","2018-11-12 16:26:00"
"306_deflate",true,true,14,0,"2018-11-12 16:26:00","2018-11-12 16:26:14"
"307_protobuf",true,false,41,101,"2018-11-12 16:26:14","2018-11-12 16:26:56"
"308_x11-dl",true,true,308,0,"2018-11-12 16:26:56","2018-11-12 16:32:04"
"309_deque",true,true,5,0,"2018-11-12 16:32:04","2018-11-12 16:32:09"
"310_typed-arena",true,true,0,0,"2018-11-12 16:32:09","2018-11-12 16:32:09"
"311_userenv-sys",true,false,0,101,"2018-11-12 16:32:09","2018-11-12 16:32:09"
